"","NA06993"
"SNP_A-1707666",1.86
"SNP_A-1707765",2.04
"SNP_A-1713230",1.89
"SNP_A-1713365",1.73
"SNP_A-1751373",2.11
"SNP_A-1754488",2.2
"SNP_A-1642947",2.33
"SNP_A-1701508",2.23
"SNP_A-1701628",1.83
"SNP_A-1706948",1.65
"SNP_A-1750612",2.13
"SNP_A-1752760",1.96
"SNP_A-1758688",2.35
"SNP_A-1754543",1.97
"SNP_A-1755817",2.18
"SNP_A-1654371",2.2
"SNP_A-1678288",2.27
"SNP_A-1753173",2.2
"SNP_A-1720263",2.02
"SNP_A-1758001",2.14
"SNP_A-1690476",1.86
"SNP_A-1690664",2.33
"SNP_A-1690911",2.13
"SNP_A-1697820",1.9
"SNP_A-1739832",1.99
"SNP_A-1684636",3.07
"SNP_A-1681324",1.88
"SNP_A-1686721",2.2
"SNP_A-1702990",1.94
"SNP_A-1750482",2.19
"SNP_A-1719405",2.48
"SNP_A-1685048",2.99
"SNP_A-1714134",4.01
"SNP_A-1745483",1.88
"SNP_A-1745585",2.63
"SNP_A-1654675",1.77
"SNP_A-1752710",1.51
"SNP_A-1752966",1.49
"SNP_A-1669685",1.58
"SNP_A-1753184",2.24
"SNP_A-1756291",1.59
"SNP_A-1680569",2.14
"SNP_A-1686151",2.25
"SNP_A-1686315",1.93
"SNP_A-1687705",1.92
"SNP_A-1689918",2.06
"SNP_A-1696417",1.8
"SNP_A-1696597",1.71
"SNP_A-1670285",3.01
"SNP_A-1660943",3.15
"SNP_A-1737332",1.87
"SNP_A-1641811",2.12
"SNP_A-1676827",1.41
"SNP_A-1677073",1.77
"SNP_A-1675539",2.3
"SNP_A-1689227",1.98
"SNP_A-1689351",2.2
"SNP_A-1674579",2.48
"SNP_A-1750579",1.48
"SNP_A-1737897",2.55
"SNP_A-1738011",2.18
"SNP_A-1704959",1.85
"SNP_A-1749167",2.4
"SNP_A-1697205",2.33
"SNP_A-1721121",2.35
"SNP_A-1691120",2.5
"SNP_A-1702519",2.32
"SNP_A-1707640",2.64
"SNP_A-1754284",2.03
"SNP_A-1754957",2.27
"SNP_A-1755055",2.58
"SNP_A-1662780",2.09
"SNP_A-1692949",1.53
"SNP_A-1706839",1.33
"SNP_A-1702088",2.26
"SNP_A-1679636",2.52
"SNP_A-1740139",1.64
"SNP_A-1674277",1.84
"SNP_A-1696700",2.45
"SNP_A-1716803",1.99
"SNP_A-1690241",1.96
"SNP_A-1696432",1.75
"SNP_A-1713328",1.66
"SNP_A-1726008",2.86
"SNP_A-1746955",1.56
"SNP_A-1683172",2.24
"SNP_A-1647872",1.75
"SNP_A-1641981",2.47
"SNP_A-1675370",2.35
"SNP_A-1652428",2.66
"SNP_A-1682517",2.05
"SNP_A-1682653",2.39
"SNP_A-1682861",1.75
"SNP_A-1733605",1.79
"SNP_A-1649988",2.62
"SNP_A-1655997",1.96
"SNP_A-1697272",2.61
"SNP_A-1696358",2.33
"SNP_A-1674670",2.06
"SNP_A-1735124",2.32
"SNP_A-1719611",2.51
"SNP_A-1643201",1.59
"SNP_A-1724384",2.8
"SNP_A-1660491",2.13
"SNP_A-1753292",2.06
"SNP_A-1751635",1.53
"SNP_A-1692494",1.45
"SNP_A-1715189",2.64
"SNP_A-1742043",1.75
"SNP_A-1688255",1.62
"SNP_A-1688377",1.73
"SNP_A-1739140",1.45
"SNP_A-1743568",2.24
"SNP_A-1743684",2.44
"SNP_A-1744020",1.5
"SNP_A-1652378",3.24
"SNP_A-1749038",2.16
"SNP_A-1751302",2.18
"SNP_A-1716811",1.9
"SNP_A-1663782",2.01
"SNP_A-1693098",2.06
"SNP_A-1689493",2.38
"SNP_A-1690802",2.62
"SNP_A-1734819",2.17
"SNP_A-1697338",1.89
"SNP_A-1732309",1.19
"SNP_A-1701257",1.11
"SNP_A-1740304",1.87
"SNP_A-1661758",2.01
"SNP_A-1727570",2.1
"SNP_A-1737570",1.99
"SNP_A-1692022",1.99
"SNP_A-1704567",2.49
"SNP_A-1717372",2.21
"SNP_A-1725025",2.34
"SNP_A-1725139",2.03
"SNP_A-1726485",2.18
"SNP_A-1745581",2.56
"SNP_A-1739381",1.25
"SNP_A-1720867",2.3
"SNP_A-1680302",1.92
"SNP_A-1756163",2.3
"SNP_A-1734607",2.06
"SNP_A-1680784",2.45
"SNP_A-1744656",1.73
"SNP_A-1657213",1.63
"SNP_A-1729122",1.69
"SNP_A-1758791",1.2
"SNP_A-1686028",1.9
"SNP_A-1676089",1.75
"SNP_A-1676211",1.98
"SNP_A-1679733",2.02
"SNP_A-1679933",2.16
"SNP_A-1666074",2.11
"SNP_A-1706761",2.28
"SNP_A-1653710",2.22
"SNP_A-1653970",1.59
"SNP_A-1648166",2.3
"SNP_A-1670884",3.02
"SNP_A-1735601",2.14
"SNP_A-1664835",2.11
"SNP_A-1665029",1.89
"SNP_A-1665201",1.48
"SNP_A-1666697",1.24
"SNP_A-1673911",2.16
"SNP_A-1662940",1.43
"SNP_A-1673450",1.7
"SNP_A-1715743",1.35
"SNP_A-1653268",1.84
"SNP_A-1713900",1.75
"SNP_A-1721520",2.6
"SNP_A-1687206",2.33
"SNP_A-1648742",1.51
"SNP_A-1747221",1.71
"SNP_A-1718047",1.4
"SNP_A-1684918",2.36
"SNP_A-1657800",1.76
"SNP_A-1713144",1.34
"SNP_A-1723208",1.77
"SNP_A-1725738",1.44
"SNP_A-1699680",2.45
"SNP_A-1699878",1.75
"SNP_A-1748893",1.53
"SNP_A-1698429",1.88
"SNP_A-1708500",2.02
"SNP_A-1735711",2.02
"SNP_A-1718933",2.1
"SNP_A-1689903",1.76
"SNP_A-1718211",1.76
"SNP_A-1725866",2.19
"SNP_A-1740694",1.77
"SNP_A-1747494",1.74
"SNP_A-1675480",1.57
"SNP_A-1677359",1.73
"SNP_A-1680803",1.54
"SNP_A-1680903",1.69
"SNP_A-1750577",1.46
"SNP_A-1757812",1.68
"SNP_A-1667581",2.04
"SNP_A-1722067",1.83
"SNP_A-1663341",2.08
"SNP_A-1740108",1.97
"SNP_A-1704623",1.8
"SNP_A-1680021",1.44
"SNP_A-1758696",1.6
"SNP_A-1690432",1.86
"SNP_A-1720943",2.23
"SNP_A-1740459",2.05
"SNP_A-1670496",2.72
"SNP_A-1656046",1.34
"SNP_A-1658744",4.8
"SNP_A-1722450",2.92
"SNP_A-1678862",2.38
"SNP_A-1666246",2.05
"SNP_A-1669105",1.77
"SNP_A-1681673",1.73
"SNP_A-1732689",1.49
"SNP_A-1734115",1.64
"SNP_A-1734243",1.77
"SNP_A-1739464",1.62
"SNP_A-1739560",2.42
"SNP_A-1653358",2.58
"SNP_A-1758128",1.66
"SNP_A-1742590",1.72
"SNP_A-1674097",1.74
"SNP_A-1714579",2.77
"SNP_A-1701633",2.73
"SNP_A-1727055",1.47
"SNP_A-1713477",1.45
"SNP_A-1642993",2.17
"SNP_A-1651207",1.6
"SNP_A-1667362",1.34
"SNP_A-1718153",1.26
"SNP_A-1709895",2.03
"SNP_A-1648999",1.79
"SNP_A-1700948",1.93
"SNP_A-1719353",1.66
"SNP_A-1647154",2.06
"SNP_A-1707749",2
"SNP_A-1667113",2
"SNP_A-1713195",1.67
"SNP_A-1664302",1.92
"SNP_A-1676308",1.99
"SNP_A-1670197",1.48
"SNP_A-1675688",2.14
"SNP_A-1664345",2.11
"SNP_A-1692326",1.57
"SNP_A-1713186",1.85
"SNP_A-1713609",1.64
"SNP_A-1714962",2.02
"SNP_A-1732001",2.04
"SNP_A-1720770",1.47
"SNP_A-1646601",2.48
"SNP_A-1648025",1.98
"SNP_A-1666370",1.71
"SNP_A-1666002",1.83
"SNP_A-1668941",2.1
"SNP_A-1643702",1.98
"SNP_A-1684110",1.49
"SNP_A-1754505",1.06
"SNP_A-1650861",1.73
"SNP_A-1705072",2.37
"SNP_A-1746128",1.6
"SNP_A-1646687",2.32
"SNP_A-1659019",1.56
"SNP_A-1659239",2.01
"SNP_A-1660532",1.46
"SNP_A-1662455",1.76
"SNP_A-1662605",2.35
"SNP_A-1732528",1.99
"SNP_A-1669444",1.81
"SNP_A-1683916",1.31
"SNP_A-1709563",1.62
"SNP_A-1714866",1.53
"SNP_A-1724123",1.72
"SNP_A-1724231",1.68
"SNP_A-1747171",1.92
"SNP_A-1657175",1.63
"SNP_A-1652219",1.15
"SNP_A-1729702",1.53
"SNP_A-1657332",2.02
"SNP_A-1711605",1.92
"SNP_A-1711745",1.23
"SNP_A-1710425",1.8
"SNP_A-1717943",2.06
"SNP_A-1748632",1.5
"SNP_A-1748736",1.58
"SNP_A-1752648",1.74
"SNP_A-1755827",1.77
"SNP_A-1756179",2.18
"SNP_A-1695568",2.37
"SNP_A-1713390",1.57
"SNP_A-1683500",1.45
"SNP_A-1705153",1.77
"SNP_A-1651787",1.88
"SNP_A-1662031",2.27
"SNP_A-1663957",1.56
"SNP_A-1702428",1.95
"SNP_A-1709512",1.72
"SNP_A-1711053",1.62
"SNP_A-1689224",1.8
"SNP_A-1698148",1.34
"SNP_A-1695449",2.23
"SNP_A-1642764",1.85
"SNP_A-1757996",1.95
"SNP_A-1684118",2.3
"SNP_A-1698640",1.35
"SNP_A-1739028",2.2
"SNP_A-1754368",1.89
"SNP_A-1752794",2.12
"SNP_A-1678559",1.65
"SNP_A-1731500",2.01
"SNP_A-1730471",1.75
"SNP_A-1734977",1.58
"SNP_A-1738514",1.99
"SNP_A-1684372",2.14
"SNP_A-1695454",1.81
"SNP_A-1718287",1.97
"SNP_A-1708123",1.86
"SNP_A-1652024",2.28
"SNP_A-1758413",2.07
"SNP_A-1711536",2.82
"SNP_A-1712625",2.15
"SNP_A-1701753",1.75
"SNP_A-1746666",2.17
"SNP_A-1750736",2.02
"SNP_A-1693950",2.3
"SNP_A-1695618",1.75
"SNP_A-1746127",2.08
"SNP_A-1748038",1.83
"SNP_A-1748140",1.62
"SNP_A-1681446",1.59
"SNP_A-1674931",1.78
"SNP_A-1679482",2.29
"SNP_A-1726753",1.59
"SNP_A-1726973",2.27
"SNP_A-1728228",1.89
"SNP_A-1730161",2.02
"SNP_A-1752463",3.05
"SNP_A-1742092",1.69
"SNP_A-1673439",1.98
"SNP_A-1673537",1.82
"SNP_A-1704155",2.66
"SNP_A-1655833",2.12
"SNP_A-1660993",2.33
"SNP_A-1696164",2.32
"SNP_A-1691300",1.64
"SNP_A-1696617",1.89
"SNP_A-1700677",1.7
"SNP_A-1679184",2.02
"SNP_A-1752920",1.68
"SNP_A-1687599",2.03
"SNP_A-1749801",1.82
"SNP_A-1696284",1.84
"SNP_A-1697028",1.65
"SNP_A-1739698",1.87
"SNP_A-1740010",2.03
"SNP_A-1743160",2.13
"SNP_A-1669116",2
"SNP_A-1674614",1.49
"SNP_A-1697913",1.34
"SNP_A-1731307",1.49
"SNP_A-1756763",1.44
"SNP_A-1683227",2.15
"SNP_A-1683317",1.25
"SNP_A-1685275",2.31
"SNP_A-1686595",1.89
"SNP_A-1743890",1.86
"SNP_A-1707593",2.29
"SNP_A-1689139",2.23
"SNP_A-1689449",2.35
"SNP_A-1730150",2.7
"SNP_A-1729985",1.76
"SNP_A-1738676",1.86
"SNP_A-1741644",1.73
"SNP_A-1667633",1.9
"SNP_A-1667741",1.52
"SNP_A-1667891",1.56
"SNP_A-1675110",2.09
"SNP_A-1677089",2.17
"SNP_A-1644554",2.63
"SNP_A-1742943",1.28
"SNP_A-1648510",1.79
"SNP_A-1690793",2.06
"SNP_A-1737101",2.22
"SNP_A-1670527",1.7
"SNP_A-1670693",1.62
"SNP_A-1648784",1.39
"SNP_A-1717812",2.39
"SNP_A-1719946",2.01
"SNP_A-1723126",2.73
"SNP_A-1721973",2.12
"SNP_A-1722129",2.18
"SNP_A-1652597",1.62
"SNP_A-1654516",2.16
"SNP_A-1661611",1.75
"SNP_A-1680544",1.98
"SNP_A-1649234",1.67
"SNP_A-1745658",1.89
"SNP_A-1756182",2.02
"SNP_A-1713709",2.24
"SNP_A-1713947",1.61
"SNP_A-1714113",2.07
"SNP_A-1745068",1.99
"SNP_A-1672954",2.57
"SNP_A-1662932",2.93
"SNP_A-1702431",2.91
"SNP_A-1700560",1.79
"SNP_A-1712147",2.24
"SNP_A-1754245",2.31
"SNP_A-1754353",2.52
"SNP_A-1652548",1.64
"SNP_A-1735256",2.81
"SNP_A-1720533",2.5
"SNP_A-1684878",2.97
"SNP_A-1756238",2.36
"SNP_A-1743321",2.29
"SNP_A-1695480",2.22
"SNP_A-1708304",2.06
"SNP_A-1687406",1.72
"SNP_A-1696412",2.31
"SNP_A-1742604",2.13
"SNP_A-1751358",2.07
"SNP_A-1677425",1.76
"SNP_A-1680887",2.04
"SNP_A-1656827",1.56
"SNP_A-1689934",1.12
"SNP_A-1722834",3.84
"SNP_A-1735237",1.96
"SNP_A-1735397",2.07
"SNP_A-1742975",3.02
"SNP_A-1750707",1.95
"SNP_A-1666339",1.98
"SNP_A-1669738",1.66
"SNP_A-1669930",1.73
"SNP_A-1752459",1.61
"SNP_A-1724447",2.07
"SNP_A-1726105",1.75
"SNP_A-1744685",1.08
"SNP_A-1643271",1.17
"SNP_A-1701179",2.34
"SNP_A-1723886",1.76
"SNP_A-1691658",2.44
"SNP_A-1714587",1.83
"SNP_A-1728353",1.63
"SNP_A-1753079",1.86
"SNP_A-1670519",1.72
"SNP_A-1670687",1.78
"SNP_A-1683130",1.92
"SNP_A-1730176",2.89
"SNP_A-1725019",1.98
"SNP_A-1652307",1.96
"SNP_A-1654206",1.98
"SNP_A-1654326",2.49
"SNP_A-1647884",1.83
"SNP_A-1684159",1.87
"SNP_A-1684986",1.19
"SNP_A-1735327",2.14
"SNP_A-1740370",1.67
"SNP_A-1674534",2.06
"SNP_A-1656477",2.42
"SNP_A-1729858",2.17
"SNP_A-1752783",2.15
"SNP_A-1690041",2.12
"SNP_A-1685487",1.55
"SNP_A-1727578",1.92
"SNP_A-1752197",1.95
"SNP_A-1718467",2.39
"SNP_A-1677611",2.34
"SNP_A-1678909",2.13
"SNP_A-1679007",2.21
"SNP_A-1719732",2.29
"SNP_A-1669375",1.62
"SNP_A-1668504",2.29
"SNP_A-1716489",2.09
"SNP_A-1718351",2.61
"SNP_A-1726949",2.22
"SNP_A-1695031",2.54
"SNP_A-1669419",1.59
"SNP_A-1701333",2.1
"SNP_A-1665933",2.84
"SNP_A-1666165",2.53
"SNP_A-1671733",3.17
"SNP_A-1714106",2.34
"SNP_A-1720446",1.55
"SNP_A-1714941",2.17
"SNP_A-1737669",2.53
"SNP_A-1707548",1.55
"SNP_A-1752731",1.91
"SNP_A-1694149",1.25
"SNP_A-1653308",1.66
"SNP_A-1738936",1.91
"SNP_A-1739090",1.82
"SNP_A-1739252",1.94
"SNP_A-1739362",1.58
"SNP_A-1667414",1.5
"SNP_A-1742518",2.33
"SNP_A-1692548",1.33
"SNP_A-1675681",2.33
"SNP_A-1743275",2.35
"SNP_A-1699463",2.01
"SNP_A-1699757",2.09
"SNP_A-1682505",1.59
"SNP_A-1736706",2.18
"SNP_A-1730607",2.4
"SNP_A-1643939",1.99
"SNP_A-1672760",2.61
"SNP_A-1666485",1.87
"SNP_A-1673717",1.67
"SNP_A-1719480",2.34
"SNP_A-1641777",2.4
"SNP_A-1664384",2.66
"SNP_A-1664312",2.27
"SNP_A-1663284",2.37
"SNP_A-1703249",2.34
"SNP_A-1683830",2.81
"SNP_A-1741887",2.4
"SNP_A-1651426",2.77
"SNP_A-1659191",2.25
"SNP_A-1750141",3.3
"SNP_A-1669330",1.84
"SNP_A-1669466",1.93
"SNP_A-1669660",2.47
"SNP_A-1671575",2.23
"SNP_A-1718472",2.31
"SNP_A-1718870",1.89
"SNP_A-1726161",1.67
"SNP_A-1727608",1.93
"SNP_A-1727706",1.39
"SNP_A-1727792",1.31
"SNP_A-1660073",1.96
"SNP_A-1679950",2.17
"SNP_A-1643885",1.69
"SNP_A-1645215",1.66
"SNP_A-1657847",2.07
"SNP_A-1657945",1.88
"SNP_A-1703298",1.91
"SNP_A-1666024",1.2
"SNP_A-1648209",1.7
"SNP_A-1677238",1.53
"SNP_A-1733164",1.75
"SNP_A-1691911",1.94
"SNP_A-1693143",1.67
"SNP_A-1693303",2.15
"SNP_A-1695544",1.67
"SNP_A-1695650",1.62
"SNP_A-1696961",1.6
"SNP_A-1659706",1.69
"SNP_A-1716838",2.15
"SNP_A-1718492",2.28
"SNP_A-1690207",2.11
"SNP_A-1727718",2.25
"SNP_A-1726294",2.05
"SNP_A-1684080",1.86
"SNP_A-1658602",1.83
"SNP_A-1730940",2.19
"SNP_A-1731180",2.02
"SNP_A-1651080",3.33
"SNP_A-1711025",2.53
"SNP_A-1643351",2.1
"SNP_A-1722039",2.32
"SNP_A-1650733",1.94
"SNP_A-1743193",1.85
"SNP_A-1743557",2.37
"SNP_A-1663129",2.08
"SNP_A-1657223",1.3
"SNP_A-1719241",1.83
"SNP_A-1676240",1.97
"SNP_A-1642918",1.41
"SNP_A-1643088",1.7
"SNP_A-1749272",2.56
"SNP_A-1750684",2.43
"SNP_A-1643519",1.81
"SNP_A-1645515",2.6
"SNP_A-1647545",2.07
"SNP_A-1689105",1.91
"SNP_A-1689515",2.48
"SNP_A-1738268",1.54
"SNP_A-1653903",1.58
"SNP_A-1654070",1.95
"SNP_A-1731815",1.71
"SNP_A-1757015",3
"SNP_A-1744479",1.44
"SNP_A-1643937",2.14
"SNP_A-1656841",2.2
"SNP_A-1720361",1.81
"SNP_A-1699389",2.65
"SNP_A-1707094",1.9
"SNP_A-1732081",3.45
"SNP_A-1692233",1.26
"SNP_A-1755980",1.25
"SNP_A-1727010",2.37
"SNP_A-1742135",2.12
"SNP_A-1661530",1.62
"SNP_A-1663234",2.19
"SNP_A-1738977",1.72
"SNP_A-1671136",2.1
"SNP_A-1758784",2.39
"SNP_A-1681764",1.6
"SNP_A-1745713",1.91
"SNP_A-1746091",1.99
"SNP_A-1746273",2.1
"SNP_A-1684886",1.61
"SNP_A-1644429",1.97
"SNP_A-1682415",1.89
"SNP_A-1682513",2
"SNP_A-1667000",2.79
"SNP_A-1741489",1.46
"SNP_A-1698322",2.05
"SNP_A-1752378",1.87
"SNP_A-1647806",1.33
"SNP_A-1677032",1.72
"SNP_A-1734972",1.92
"SNP_A-1720545",1.91
"SNP_A-1681843",2.4
"SNP_A-1685553",2.19
"SNP_A-1688921",1.74
"SNP_A-1689167",1.68
"SNP_A-1689293",1.62
"SNP_A-1650808",1.52
"SNP_A-1696706",2.17
"SNP_A-1703576",1.8
"SNP_A-1648544",1.86
"SNP_A-1712089",1.52
"SNP_A-1699531",2.31
"SNP_A-1746344",1.47
"SNP_A-1518245",2.66
"SNP_A-1732696",2.55
"SNP_A-1648585",1.55
"SNP_A-1651885",1.89
"SNP_A-1651975",2.28
"SNP_A-1652063",1.82
"SNP_A-1653843",2.32
"SNP_A-1653961",2.04
"SNP_A-1654086",1.7
"SNP_A-1703497",2.07
"SNP_A-1694047",1.69
"SNP_A-1706520",1.95
"SNP_A-1707859",2.01
"SNP_A-1708425",1.28
"SNP_A-1709850",1.86
"SNP_A-1729538",1.79
"SNP_A-1658708",2.03
"SNP_A-1646495",1.9
"SNP_A-1648325",2.45
"SNP_A-1649821",2.3
"SNP_A-1688411",2.27
"SNP_A-1689718",2.08
"SNP_A-1705781",1.93
"SNP_A-1749011",2.33
"SNP_A-1696735",2.05
"SNP_A-1696869",1.82
"SNP_A-1697087",2.36
"SNP_A-1697197",1.26
"SNP_A-1697319",1.97
"SNP_A-1715411",1.65
"SNP_A-1743876",1.52
"SNP_A-1744420",2.07
"SNP_A-1725362",2.06
"SNP_A-1657167",2.05
"SNP_A-1690075",2.31
"SNP_A-1689676",1.36
"SNP_A-1754095",1.19
"SNP_A-1738724",1.84
"SNP_A-1727361",1.84
"SNP_A-1745267",2.08
"SNP_A-1713081",1.65
"SNP_A-1713626",2.5
"SNP_A-1684818",2.28
"SNP_A-1668090",2.06
"SNP_A-1758616",3
"SNP_A-1731187",1.36
"SNP_A-1650224",2.04
"SNP_A-1688768",2.21
"SNP_A-1739113",1.48
"SNP_A-1729476",1.94
"SNP_A-1731607",1.75
"SNP_A-1732423",2.42
"SNP_A-1699249",2.36
"SNP_A-1740760",2.38
"SNP_A-1726606",1.84
"SNP_A-1650011",1.47
"SNP_A-1660427",1.89
"SNP_A-1659636",2.32
"SNP_A-1653343",1.62
"SNP_A-1653481",1.98
"SNP_A-1654828",1.78
"SNP_A-1693502",2.24
"SNP_A-1695022",2.43
"SNP_A-1695126",2.52
"SNP_A-1732882",3.25
"SNP_A-1701549",2.37
"SNP_A-1754620",2.58
"SNP_A-1689318",1.81
"SNP_A-1748986",2.06
"SNP_A-1752582",2.16
"SNP_A-1753557",2.09
"SNP_A-1689360",2.03
"SNP_A-1667660",2.12
"SNP_A-1680280",2.29
"SNP_A-1744694",2.15
"SNP_A-1744822",1.93
"SNP_A-1744942",1.94
"SNP_A-1656471",2.97
"SNP_A-1713604",2.57
"SNP_A-1748364",1.79
"SNP_A-1750042",1.93
"SNP_A-1714288",2.28
"SNP_A-1753912",2.35
"SNP_A-1755855",2.09
"SNP_A-1755963",1.73
"SNP_A-1677961",2.04
"SNP_A-1681775",2.4
"SNP_A-1681877",2.24
"SNP_A-1683565",1.91
"SNP_A-1686885",2.13
"SNP_A-1674151",2.82
"SNP_A-1744470",2.12
"SNP_A-1744586",2.23
"SNP_A-1744680",1.88
"SNP_A-1744808",2.25
"SNP_A-1746225",1.78
"SNP_A-1740919",2.43
"SNP_A-1682793",2.7
"SNP_A-1728565",2.52
"SNP_A-1694755",1.47
"SNP_A-1737356",2.56
"SNP_A-1740359",1.9
"SNP_A-1688448",2.37
"SNP_A-1717717",1.65
"SNP_A-1669886",1.95
"SNP_A-1671727",2.9
"SNP_A-1698064",1.78
"SNP_A-1756112",1.79
"SNP_A-1704896",1.94
"SNP_A-1750462",1.89
"SNP_A-1750686",2.26
"SNP_A-1644803",1.9
"SNP_A-1687105",2.08
"SNP_A-1706731",1.9
"SNP_A-1733664",2.18
"SNP_A-1754720",2.33
"SNP_A-1691710",2.06
"SNP_A-1697463",1.9
"SNP_A-1744386",1.79
"SNP_A-1713548",2.45
"SNP_A-1723084",2.41
"SNP_A-1730897",1.89
"SNP_A-1684217",2.03
"SNP_A-1652362",2.65
"SNP_A-1716283",3.18
"SNP_A-1731624",2.45
"SNP_A-1731728",2
"SNP_A-1731828",2.58
"SNP_A-1733769",2.47
"SNP_A-1733859",3.41
"SNP_A-1676669",3.07
"SNP_A-1680291",1.71
"SNP_A-1724189",2.07
"SNP_A-1668394",2.08
"SNP_A-1742275",2.01
"SNP_A-1712701",1.99
"SNP_A-1665623",1.86
"SNP_A-1667477",2.1
"SNP_A-1652308",2.22
"SNP_A-1671784",1.54
"SNP_A-1676257",2.11
"SNP_A-1676381",2.48
"SNP_A-1717952",2.16
"SNP_A-1718136",1.91
"SNP_A-1719966",1.86
"SNP_A-1730844",1.9
"SNP_A-1730950",2.21
"SNP_A-1731108",2.08
"SNP_A-1722740",2.16
"SNP_A-1721221",1.91
"SNP_A-1748402",2.36
"SNP_A-1755225",1.95
"SNP_A-1674575",2.36
"SNP_A-1684627",2
"SNP_A-1673906",1.87
"SNP_A-1694912",1.93
"SNP_A-1658118",2.35
"SNP_A-1747007",1.77
"SNP_A-1741986",1.74
"SNP_A-1688250",1
"SNP_A-1728401",1.65
"SNP_A-1742421",1.66
"SNP_A-1683969",2.1
"SNP_A-1685395",2.31
"SNP_A-1685563",1.72
"SNP_A-1685831",1.96
"SNP_A-1687269",2.14
"SNP_A-1687379",2.23
"SNP_A-1689231",2.17
"SNP_A-1730100",3.68
"SNP_A-1718415",1.68
"SNP_A-1738225",1.94
"SNP_A-1748007",2.05
"SNP_A-1722099",2.04
"SNP_A-1684258",1.9
"SNP_A-1714461",2.47
"SNP_A-1729922",2.23
"SNP_A-1659755",2.48
"SNP_A-1666913",2.41
"SNP_A-1758110",2.85
"SNP_A-1712340",2.1
"SNP_A-1754672",2.36
"SNP_A-1696910",1.76
"SNP_A-1759018",2.94
"SNP_A-1668200",2.8
"SNP_A-1715798",2.65
"SNP_A-1728627",2.15
"SNP_A-1726811",2.05
"SNP_A-1657170",2.15
"SNP_A-1657348",2.31
"SNP_A-1657505",2.03
"SNP_A-1693968",2.31
"SNP_A-1744102",1.89
"SNP_A-1744250",2.43
"SNP_A-1706779",1.67
"SNP_A-1703119",2.32
"SNP_A-1720061",2.22
"SNP_A-1756752",2.13
"SNP_A-1756876",2.12
"SNP_A-1757016",2.4
"SNP_A-1757230",1.91
"SNP_A-1643096",2.48
"SNP_A-1683205",2.5
"SNP_A-1683359",2.27
"SNP_A-1684621",2.05
"SNP_A-1685077",1.33
"SNP_A-1734222",1.99
"SNP_A-1686561",2.43
"SNP_A-1693668",2.07
"SNP_A-1693816",1.79
"SNP_A-1693958",1.84
"SNP_A-1758260",1.82
"SNP_A-1716789",1.25
"SNP_A-1706735",1.31
"SNP_A-1751206",1.81
"SNP_A-1656055",3.09
"SNP_A-1703369",2.43
"SNP_A-1663582",3
"SNP_A-1644296",2.8
"SNP_A-1687589",2.14
"SNP_A-1687695",2.04
"SNP_A-1728662",1.74
"SNP_A-1730263",2.37
"SNP_A-1646818",1.6
"SNP_A-1720882",1.99
"SNP_A-1722289",1.71
"SNP_A-1722457",2.13
"SNP_A-1725833",2.02
"SNP_A-1731002",1.81
"SNP_A-1731126",2.45
"SNP_A-1731208",1.85
"SNP_A-1697428",2.22
"SNP_A-1670408",2.56
"SNP_A-1733219",1.68
"SNP_A-1667728",2.61
"SNP_A-1729506",1.89
"SNP_A-1658088",1.75
"SNP_A-1736704",1.71
"SNP_A-1736826",1.41
"SNP_A-1712720",2
"SNP_A-1712838",1.9
"SNP_A-1712948",1.8
"SNP_A-1713208",1.55
"SNP_A-1642879",2.98
"SNP_A-1727585",2.35
"SNP_A-1749133",1.54
"SNP_A-1720064",2.2
"SNP_A-1720164",2.56
"SNP_A-1720292",2.24
"SNP_A-1720660",1.63
"SNP_A-1720806",2.7
"SNP_A-1720994",2.37
"SNP_A-1737513",1.71
"SNP_A-1744866",1.9
"SNP_A-1703051",1.97
"SNP_A-1686602",1.32
"SNP_A-1683425",1.62
"SNP_A-1686983",2.61
"SNP_A-1695458",2.26
"SNP_A-1737749",2.03
"SNP_A-1736871",1.25
"SNP_A-1735542",3.67
"SNP_A-1746039",2.1
"SNP_A-1746203",2.07
"SNP_A-1659560",1.7
"SNP_A-1685982",1.51
"SNP_A-1688554",1.61
"SNP_A-1749512",2.01
"SNP_A-1749646",2.22
"SNP_A-1729274",2.04
"SNP_A-1742793",2.22
"SNP_A-1672037",2.83
"SNP_A-1742231",2.69
"SNP_A-1699299",2.14
"SNP_A-1649492",3.33
"SNP_A-1653234",1.6
"SNP_A-1671686",2.59
"SNP_A-1736569",1.65
"SNP_A-1756953",1.97
"SNP_A-1653454",1.91
"SNP_A-1738909",1.69
"SNP_A-1663986",2.37
"SNP_A-1684571",2.29
"SNP_A-1730281",2.33
"SNP_A-1733833",2.34
"SNP_A-1737543",1.69
"SNP_A-1758832",1.41
"SNP_A-1710137",2.24
"SNP_A-1713219",1.57
"SNP_A-1699707",2.78
"SNP_A-1740532",2.21
"SNP_A-1664869",1.83
"SNP_A-1668305",1.78
"SNP_A-1656559",2.75
"SNP_A-1654719",1.65
"SNP_A-1670150",1.39
"SNP_A-1675438",2.23
"SNP_A-1721453",3.02
"SNP_A-1719290",1.33
"SNP_A-1739375",1.95
"SNP_A-1657299",2.11
"SNP_A-1724261",2.5
"SNP_A-1749023",2.32
"SNP_A-1742569",1.95
"SNP_A-1663757",2.24
"SNP_A-1663903",2.03
"SNP_A-1664007",2.23
"SNP_A-1667713",1.94
